partecipant,auc,meanEDA,stdEDA,kurtEDA,meanDerivative,activity,mobility,complexity,category
9,2232260.24050001,15.21141150937,1.06345584906045,1.85579829731842,-1.70427055720993e-05,1.13093834290088,1.13093834290088,1.13093834290088,6
9,6243012.90399993,31.6905757664988,2.73538320036594,2.22314397234799,2.49544413931035e-05,7.48232125284422,7.48232125284422,7.48232125284422,7
9,1933739.92700002,13.4522068591305,1.32464702439244,4.35165672000763,3.63132960924946e-05,1.75468973923174,1.75468973923174,1.75468973923174,8
9,19529673.5499995,20.3434390927085,5.496520443847,1.52997494670241,3.00000312500328e-07,30.211736989628,30.211736989628,30.211736989628,11
9,3957757.874,32.981586175,1.41286368785368,2.60908824329012,-8.2167351394595e-06,1.9961838004555,1.9961838004555,1.9961838004555,12
10,5258832.4035,28.3369692644261,3.16154876894121,1.67061731337326,-4.56563675356446e-05,9.99539061839367,9.99539061839367,9.99539061839367,1
10,3507932.131,29.5613824652176,0.840454933513803,2.63581656826132,-1.72079618424823e-05,0.706364495267692,0.706364495267692,0.706364495267692,3
10,4478849.37349998,30.5204716797274,2.59316704094352,1.7928838961072,-5.74927256744509e-05,6.72451530223579,6.72451530223579,6.72451530223579,6
10,6460890.35650004,32.7965662284264,1.85715267791482,1.87786448829088,-2.75585155254595e-05,3.4490160690862,3.4490160690862,3.4490160690862,7
10,3646040.83699999,25.3639553043476,1.26312081305347,2.91960864924659,2.04801424705563e-05,1.59547418836885,1.59547418836885,1.59547418836885,8
10,27463599.3244995,28.6079503822909,5.7433050182111,2.06124097899018,5.94688119466791e-06,32.9855525322088,32.9855525322088,32.9855525322088,11
10,3452192.712,28.7685074,1.50565674959377,1.76443201682158,-3.87336561138009e-05,2.26700224759728,2.26700224759728,2.26700224759728,12
11,4269099.144,23.0038404972442,1.50298281332238,1.64051991847342,-2.25991744889052e-05,2.25895733714245,2.25895733714245,2.25895733714245,1
11,2638864.23149999,22.2377444445383,0.464092918063884,2.04365134772839,-1.31545682840915e-05,0.215382236597051,0.215382236597051,0.215382236597051,3
11,2580311.222,17.5831613628623,0.706940858193509,1.78943091404412,-1.66270298264383e-05,0.499765376983375,0.499765376983375,0.499765376983375,6
11,4640548.15850003,23.5562013299493,2.95944904539894,1.65116099560241,3.92844633729105e-05,8.7583386523127,8.7583386523127,8.7583386523127,7
11,3194281.3305,22.2212401739135,2.42695668361658,1.80575699075423,5.53534285455899e-05,5.89011874415121,5.89011874415121,5.89011874415121,8
11,20697178.6520009,21.5595844697923,3.12330689606213,1.56811800734344,-7.42084106337611e-06,9.75504596698928,9.75504596698928,9.75504596698928,11
11,1979535.51299998,16.496270175,0.176156356889706,13.7277127228701,7.9667330561088e-06,0.0310310620726534,0.0310310620726534,0.0310310620726534,12
12,6978442.66849999,37.6030139236891,1.88159672259681,2.16318921307572,-3.31228244118503e-05,3.54040622648706,3.54040622648706,3.54040622648706,1
12,2382536.2455,20.0776652144234,1.44500469711537,1.6524772441626,-3.63457098073585e-05,2.08803857468549,2.08803857468549,2.08803857468549,3
12,1927171.59750001,13.1324339011926,1.50279041240876,1.76850596751297,-3.3097329453693e-05,2.2583790236277,2.2583790236277,2.2583790236277,6
12,6847052.43349998,34.7567614263975,9.95477551255192,1.94033361744302,0.000156645465205407,99.0975555053034,99.0975555053034,99.0975555053034,7
12,2311825.05799999,16.0823919234782,6.71684281488925,1.81693540863017,0.000153670634230499,45.1159773999293,45.1159773999293,45.1159773999293,8
12,20014926.8324999,20.8489133437515,10.9178579347064,2.55580859243538,2.16885642589211e-05,119.199621882431,119.199621882431,119.199621882431,11
12,4005592.23200001,33.3802110333336,1.465628493948,1.60233516409034,-2.08001733347778e-05,2.14806688227228,2.14806688227228,2.14806688227228,12
13,5496886.29199999,29.6197227817205,1.2835076167433,1.77743840204784,1.22748973499585e-05,1.64739180223807,1.64739180223807,1.64739180223807,1
13,3019228.201,25.4430669099245,0.858865594896365,5.08896319712255,-4.48317125377109e-06,0.737650110096686,0.737650110096686,0.737650110096686,3
13,3787285.82400003,25.8079174718912,1.36416653932886,1.88968213138858,-2.88792427887072e-05,1.86095034702449,1.86095034702449,1.86095034702449,6
13,6466012.74100001,32.8225540862944,6.25173052602818,1.66269218535851,7.24572205950284e-05,39.0841345700726,39.0841345700726,39.0841345700726,7
13,4441693.83850001,30.8989554991305,3.28304882501343,2.13748153397394,8.09675197740506e-05,10.7784095874221,10.7784095874221,10.7784095874221,8
13,25526328.8134995,26.5899541010418,3.7977280086821,2.31975795142346,-4.39479624457942e-06,14.4227380279285,14.4227380279285,14.4227380279285,11
13,3770445.48250002,31.4206571333336,1.84266314312678,2.88497246306193,-5.71921432678606e-05,3.39540745903785,3.39540745903785,3.39540745903785,12
14,5974159.32999995,32.1914842792716,2.31919190002089,1.81256049390432,-3.87753122608874e-05,5.37865106912252,5.37865106912252,5.37865106912252,1
14,2919545.77300002,24.6030525419874,1.44206246076923,1.78104841093721,-3.8865386884196e-05,2.0795441407598,2.0795441407598,2.0795441407598,3
14,5254840.35049999,35.8083518432708,2.58207187070414,2.21772288159326,-5.01059632433611e-05,6.66709514548157,6.66709514548157,6.66709514548157,6
14,7845261.21950001,39.8238516700511,5.76642514846606,1.86050196795891,3.85839522028031e-05,33.2516589928619,33.2516589928619,33.2516589928619,7
14,4475967.39450006,31.1374305460868,7.07692617827148,3.22987212374527,0.000166157677618627,50.0828841327041,50.0828841327041,50.0828841327041,8
14,30609448.6065001,31.8848666552085,6.47987308698383,2.58883066641102,-6.06146464735901e-06,41.9887552234173,41.9887552234173,41.9887552234173,11
14,3560439.64,29.6705454250001,2.13253670798261,2.41720421587274,1.91668263902199e-05,4.54771281089333,4.54771281089333,4.54771281089333,12
15,2602907.66750001,14.0256471120737,0.687170852938668,2.26084008450075,-1.34657456003276e-05,0.472203781128456,0.472203781128456,0.472203781128456,1
15,2342170.3955,19.7375038637533,1.38062391630948,1.84453248682079,-3.89075219523705e-05,1.90612239828571,1.90612239828571,1.90612239828571,3
15,5390542.61550002,36.733078364565,2.0957378855673,1.73283449019,-4.65352404445686e-05,4.3921172850021,4.3921172850021,4.3921172850021,6
15,7169002.91349997,36.3910490558376,11.9341516982441,1.51354850977051,0.000130147868770907,142.423976756703,142.423976756703,142.423976756703,7
15,4682365.52500002,32.5732245008693,3.4335587788672,3.25405818079694,8.10440420455099e-05,11.789325887936,11.789325887936,11.789325887936,8
15,28357641.2029999,29.5392461927068,11.4181715537343,1.55258272888796,1.04437608789175e-05,130.374641630506,130.374641630506,130.374641630506,11
15,3997963.11250001,33.316627858333,1.03584122911974,2.2779181350562,-1.6691805765048e-05,1.07296705194429,1.07296705194429,1.07296705194429,12
16,2727238.26149999,14.6955992682519,1.12289477140847,1.64261020049824,7.40912372967206e-06,1.26089266765649,1.26089266765649,1.26089266765649,1
16,2163895.00749999,18.2351720950224,1.40552194383508,1.62080573979984,-3.78794262889117e-05,1.97549193460193,1.97549193460193,1.97549193460193,3
16,2144382.17700002,14.6125851652471,0.708133829162496,1.78884643846538,-1.60955100205112e-05,0.501453520004339,0.501453520004339,0.501453520004339,6
16,4285808.77249998,21.7554775888324,6.0939130230809,1.45086772216629,7.39343854537333e-05,37.135775932875,37.135775932875,37.135775932875,7
16,1896280.36899998,13.1916150469563,1.57784736495981,2.49587085194741,3.87620087791915e-05,2.4896023071106,2.4896023071106,2.4896023071106,8
16,17022209.5724997,17.7314950583336,5.24367921516511,2.30211674119548,6.4479233832535e-07,27.4961717115546,27.4961717115546,27.4961717115546,11
16,2460554.44499999,20.5047979583333,1.05152944379709,2.10321487562589,-2.10001750014583e-06,1.10571417117222,1.10571417117222,1.10571417117222,12
17,3439807.35299994,18.5352428832392,0.378018669326483,1.67643551693738,-6.82178228491988e-06,0.142898114359365,0.142898114359365,0.142898114359365,1
17,2692642.24449999,22.6909329299642,0.788030436818608,1.78357152110415,-2.27276557733471e-05,0.620991969352526,0.620991969352526,0.620991969352526,3
17,4348002.41750002,29.6288349982969,2.89950575873464,1.70264217093598,-6.230366135374e-05,8.40713364493537,8.40713364493537,8.40713364493537,6
17,6867248.44850011,34.8592999644661,3.54441761575983,3.18503879605329,3.74062812501586e-05,12.5628962349086,12.5628962349086,12.5628962349086,7
17,2455820.51649995,17.0841095095646,1.88435535915894,5.66518312563022,5.30438472615462e-05,3.550795119591,3.550795119591,3.550795119591,8
17,23910727.8345001,24.9070345375026,7.3373113043824,1.66771728209216,-2.27635653787139e-05,53.8361371774177,53.8361371774177,53.8361371774177,11
17,1628543.09350002,13.5713088666663,0.276462864653359,2.09419346127593,2.79168993074942e-06,0.0764317155323416,0.0764317155323416,0.0764317155323416,12
18,2119769.77099998,11.4222806075987,0.517484790913425,2.5548925551997,1.10463299242383e-05,0.267790508826712,0.267790508826712,0.267790508826712,1
18,1985786.152,16.7342560189439,2.43009047893704,2.03166347966594,-7.92981983044849e-05,5.90533973582044,5.90533973582044,5.90533973582044,3
18,1958565.8815,13.3463679659285,1.47316093119582,1.64275070873339,-3.47600324363369e-05,2.17020312920174,2.17020312920174,2.17020312920174,6
18,5422595.03550001,27.5259978527919,3.41097823761528,2.16055345845867,1.88478114102102e-05,11.634772537485,11.634772537485,11.634772537485,7
18,2760147.75599999,19.2011710121739,4.20832932418117,2.45384013171662,9.73085030156732e-05,17.7100357007632,17.7100357007632,17.7100357007632,8
18,17602807.7284997,18.3362781541666,5.34560980393548,2.57853313213713,3.24479504666151e-06,28.5755441759311,28.5755441759311,28.5755441759311,11
18,1951980.1045,16.2666485333335,0.698951944523394,2.35361214168232,1.40417836815307e-05,0.488533820753034,0.488533820753034,0.488533820753034,12
19,2735220.222,14.738625121913,1.78373535022976,7.58216903229666,3.69755687512798e-05,3.18171179965929,3.18171179965929,3.18171179965929,1
19,2284161.45749997,19.2486606723017,1.1981709551931,1.79006891681894,-3.48794094348845e-05,1.43561363786833,1.43561363786833,1.43561363786833,3
19,3594944.88800002,24.497231959114,2.8162589838473,1.81906236399227,-5.65046439839454e-05,7.93131466410061,7.93131466410061,7.93131466410061,6
19,6236061.37099998,31.6552913756347,8.01456005527537,1.52266686492587,0.000114010731018939,64.2331728796155,64.2331728796155,64.2331728796155,7
19,2425523.3655,16.8733502608695,3.23372724798377,3.7241796769693,6.93361345122401e-05,10.4569919143527,10.4569919143527,10.4569919143527,8
19,23171717.3290002,24.1372277260419,7.16089011232223,3.04216521167135,-1.15354286827382e-05,51.2783472007542,51.2783472007542,51.2783472007542,11
19,3320763.9595,27.6732654583331,1.02066456800207,3.2755958756684,3.55252960441337e-05,1.04175616037485,1.04175616037485,1.04175616037485,12
20,3135894.59749996,16.8976174326314,0.482752406691162,6.99818351239294,1.27221390005496e-05,0.233049886166109,0.233049886166109,0.233049886166109,1
20,2136862.85149999,18.0073697321075,0.902347464552015,1.73610729015483,-2.25591155006489e-05,0.81423094678345,0.81423094678345,0.81423094678345,3
20,3566640.85150004,24.3043550459965,1.72600433895134,3.98573775824498,-2.14720372881587e-05,2.97909097807884,2.97909097807884,2.97909097807884,6
20,5272565.22950005,26.7644238324867,2.40578274309277,2.49167433052912,6.76653180980613e-06,5.78779060696299,5.78779060696299,5.78779060696299,7
20,3137180.52599998,21.8240303652172,3.36518727389653,2.42034573046041,7.5673569903095e-05,11.3244853883952,11.3244853883952,11.3244853883952,8
20,21577887.0144996,22.4769940333333,4.61560327663706,1.78246055814548,-3.46354527452633e-06,21.3037936073028,21.3037936073028,21.3037936073028,11
20,3049020.10150001,25.4087130416669,1.0031905159739,2.23821259614028,-2.36918640988675e-05,1.00639121133998,1.00639121133998,1.00639121133998,12
21,1954867.22150004,10.5337112181615,0.203757104799344,2.09604063340555,-3.06603011067883e-06,0.0415169577562108,0.0415169577562108,0.0415169577562108,1
21,1329203.96400001,11.201219437586,0.170288617854168,2.13000759636,2.4943960359328e-06,0.0289982133706828,0.0289982133706828,0.0289982133706828,3
21,1567219.7385,10.6795937717207,0.32506016932964,2.52993330685581,-7.17551738001621e-06,0.105664113684614,0.105664113684614,0.105664113684614,6
21,2216933.2775,11.2535245177666,0.327307096530408,1.79526429953887,-8.274153675907e-07,0.107129935439166,0.107129935439166,0.107129935439166,7
21,1554120.56899998,10.8113506991304,0.303701052318504,1.91963105478293,-3.89567927429061e-06,0.0922343291793669,0.0922343291793669,0.0922343291793669,8
21,10210918.9775001,10.6363854458329,0.467485046116144,2.18731179577404,5.92708950738491e-07,0.218542268342214,0.218542268342214,0.218542268342214,11
21,1367051.53699999,11.3921886000002,0.253105640462465,3.06789574758307,5.58337986149885e-06,0.0640624652339146,0.0640624652339146,0.0640624652339146,12
22,1640187.1695,8.83806657398599,0.345515165637413,6.74547334260638,5.68481857076656e-06,0.119380729685449,0.119380729685449,0.119380729685449,1
22,918707.055499998,7.74195550574298,0.272368490472456,2.32209608686584,-6.76689194883118e-06,0.0741845946022444,0.0741845946022444,0.0741845946022444,3
22,1057718.091,7.20766748892676,0.315925272098811,1.82161505991954,-6.51452480085043e-06,0.0998087775507081,0.0998087775507081,0.0998087775507081,6
22,1792466.46649998,9.09885994416242,2.01252876091904,1.58681274036746,2.58224661038888e-05,4.05027201352632,4.05027201352632,4.05027201352632,7
22,1441956.57999999,10.0310733773911,0.907728164336666,4.40693677150051,1.13809487370347e-05,0.823970420330013,0.823970420330013,0.823970420330013,8
22,8666949.29000009,9.02808177291666,1.64979214403859,1.81741957328208,-3.95625412109804e-06,2.72181411853144,2.72181411853144,2.72181411853144,11
22,935988.949000004,7.7999726416666,0.282237067949143,1.6533112956589,-7.03339194493287e-06,0.0796577625245293,0.0796577625245293,0.0796577625245293,12
23,2961427.95900001,15.9575165882655,0.464792318152193,2832.88938349378,-2.5433501093856e-06,0.21603189901329,0.21603189901329,0.21603189901329,1
23,1867313.03499999,15.7358734441758,0.438350423851572,5.12406024431211,-8.14049517132118e-06,0.192151094090852,0.192151094090852,0.192151094090852,3
23,2168261.6105,14.7753088040886,0.317999893744499,37.3022429533217,-6.15336390707943e-06,0.101123932421513,0.101123932421513,0.101123932421513,6
23,3355310.52250002,17.0321167411169,0.887006894165174,3.03287205654784,-4.32997121812802e-06,0.786781230296548,0.786781230296548,0.786781230296548,7
23,2236436.53949997,15.5579333773911,0.60540256083809,5.62333655782712,9.02267146206235e-06,0.366512260669317,0.366512260669317,0.366512260669317,8
23,14883609.1685004,15.5037759843748,0.588196280282048,2.77750997723113,-1.90937698893437e-06,0.345974864137638,0.345974864137638,0.345974864137638,11
23,1850403.68299999,15.4201637,0.469231115639525,656.344522367612,-2.86669055575457e-06,0.220177839884313,0.220177839884313,0.220177839884313,12
24,1226687.49199998,6.60994854054508,0.312571299118613,1.80629773962983,-5.0112618680691e-06,0.0977008170326973,0.0977008170326973,0.0977008170326973,1
24,966779.721000003,8.14706578071409,0.390770211034847,1.82434150970826,-1.16798408979826e-05,0.152701357832219,0.152701357832219,0.152701357832219,3
24,841777.688500008,5.73617296081771,0.182202828174381,1.92779320521373,-1.56048763535016e-06,0.033197870594743,0.033197870594743,0.033197870594743,6
24,1874904.36900003,9.51732559390864,2.5429324918602,1.69474353364702,2.6487444098701e-05,6.46650565815832,6.46650565815832,6.46650565815832,7
24,1059854.72949999,7.37295631999994,0.669078591439571,3.70217913486699,1.11096425018609e-05,0.447666161522761,0.447666161522761,0.447666161522761,8
24,7992871.05950003,8.32591404374937,2.44692710273624,2.91732320372373,-3.28125341797229e-07,5.98745224610519,5.98745224610519,5.98745224610519,11
24,1471863.26849998,12.2656230583334,0.609421257335342,2.6589949643812,1.80834840290335e-06,0.37139426889219,0.37139426889219,0.37139426889219,12
25,1448440.671,7.80485578959264,0.899608992618029,1.64460820416399,-1.53786466359884e-05,0.809296339599225,0.809296339599225,0.809296339599225,1
25,1253455.635,10.5628866491949,0.668401361201846,1.93697262454208,-1.98371900965736e-05,0.446760379656481,0.446760379656481,0.446760379656481,3
25,1615061.6005,11.0056031959117,1.18750715219344,1.71645248816093,-2.38570620583445e-05,1.41017323651058,1.41017323651058,1.41017323651058,6
25,3494835.11500003,17.7403670609138,6.93014499830776,1.46661743910649,9.92898441108838e-05,48.0269096975701,48.0269096975701,48.0269096975701,7
25,1925139.63049998,13.3923725634781,2.45395038746984,2.50799272844565,5.93464998017377e-05,6.02187250416339,6.02187250416339,6.02187250416339,8
25,12683158.9685002,13.2116408343748,5.83673545741566,2.8751480337687,9.74271848199841e-06,34.0674807998532,34.0674807998532,34.0674807998532,11
25,1991316.78049998,16.594448375,0.696931788341404,1.91774788633815,1.59751331261094e-05,0.485713917600748,0.485713917600748,0.485713917600748,12
26,7174683.37000004,38.6604568575785,2.91023011051367,3.63050785191412,-4.25687836104795e-05,8.46943929614042,8.46943929614042,8.46943929614042,1
26,4310846.843,36.3275653804342,2.7198110519803,2.50122193422476,-7.70734667048691e-05,7.39737215847419,7.39737215847419,7.39737215847419,3
26,3427888.0055,23.3588395366268,2.69079052992971,1.64045560816139,-3.80445522627071e-05,7.24035367595939,7.24035367595939,7.24035367595939,6
26,9011431.91800005,45.7435152335023,3.77739405167169,2.52778023244444,2.51574881090767e-05,14.2687058216047,14.2687058216047,14.2687058216047,7
26,5304536.11250002,36.9013943373915,7.80794494825682,2.66662247514203,0.000183159535022852,60.9640043150093,60.9640043150093,60.9640043150093,8
26,33128628.5580001,34.5090270781245,7.08710545031775,2.30703294010038,1.39354311827408e-05,50.2270636639235,50.2270636639235,50.2270636639235,11
26,4784665.37950001,39.8725417000002,0.893896692654464,4.4413521367955,5.60088000733339e-05,0.799051297138589,0.799051297138589,0.799051297138589,12
27,6862298.03649994,36.977175646476,1.84038231775949,3.05568115967737,-2.90599303811792e-05,3.38700707552178,3.38700707552178,3.38700707552178,1
27,3618562.93350002,30.4936719222695,1.40265882497264,2.27949581574216,-2.77670099270221e-05,1.96745177927363,1.96745177927363,1.96745177927363,3
27,3787886.2455,25.8120133083475,5.19646586706123,1.85048437460985,-0.000103108027993376,27.0032575075324,27.0032575075324,27.0032575075324,6
27,7066356.83500001,35.8699932284263,9.33281615150113,1.53010361663799,0.000110528479839999,87.1014573177203,87.1014573177203,87.1014573177203,7
27,5450476.14099999,37.9166218852172,3.19287454663531,1.94199924179516,8.66649507127006e-05,10.1944478705516,10.1944478705516,10.1944478705516,8
27,30429294.372,31.6972174083327,6.22724516827331,2.16505133588136,-8.12500846355005e-08,38.7785823857833,38.7785823857833,38.7785823857833,11
27,2077398.2465,17.3117977833333,0.995880748598415,1.81038781278412,-2.80252335436129e-05,0.991778465428939,0.991778465428939,0.991778465428939,12
28,3192877.92599999,17.2046724484464,1.37227438900601,1.9335475420518,-1.96463019042795e-05,1.88313699872181,1.88313699872181,1.88313699872181,1
28,1702487.6035,14.3468791744965,0.469565360134652,1.88088407340076,5.11519727638919e-06,0.220491627438385,0.220491627438385,0.220491627438385,3
28,2730692.317,18.6079116729126,0.595677919188821,2.06136407822242,-1.48552971400146e-05,0.354832183409123,0.354832183409123,0.354832183409123,6
28,3690422.372,18.733192314721,2.9218610807113,1.96937964623654,4.05687338514409e-05,8.53727217497541,8.53727217497541,8.53727217497541,7
28,2904742.85199998,20.2070434365218,0.617386175738359,2.14765889371962,1.62922872506939e-05,0.381165689992836,0.381165689992836,0.381165689992836,8
28,16214739.2305001,16.8903729552076,2.5320180962145,1.68705682342056,-5.07292195096039e-07,6.41111563955772,6.41111563955772,6.41111563955772,11
